Date,Close,Lag_1,Lag_2,MA_5,MA_10
2018-01-16,41.448875427246094,41.66061401367188,41.23480224609375,41.27150115966797,41.02895889282227
2018-01-17,42.13346481323242,41.448875427246094,41.66061401367188,41.495932006835936,41.18987045288086
2018-01-18,42.17110061645508,42.13346481323242,41.448875427246094,41.72977142333984,41.35525207519531
2018-01-19,41.982906341552734,42.17110061645508,42.13346481323242,41.87939224243164,41.48299446105957
2018-01-22,41.639434814453125,41.982906341552734,42.17110061645508,41.87515640258789,41.53004417419434
2018-01-23,41.64884567260742,41.639434814453125,41.982906341552734,41.91515045166015,41.593325805664065
2018-01-24,40.985443115234375,41.64884567260742,41.639434814453125,41.68554611206055,41.59073905944824
2018-01-25,40.25380706787109,40.985443115234375,41.64884567260742,41.30208740234375,41.5159294128418
2018-01-26,40.347904205322266,40.25380706787109,40.985443115234375,40.97508697509765,41.42723960876465
2018-01-29,39.51276016235352,40.347904205322266,40.25380706787109,40.54975204467773,41.21245422363281
2018-01-30,39.27986907958984,39.51276016235352,40.347904205322266,40.07595672607422,40.99555358886719
2018-01-31,39.3880729675293,39.27986907958984,39.51276016235352,39.756482696533205,40.721014404296874
2018-02-01,39.47042083740234,39.3880729675293,39.27986907958984,39.599805450439455,40.4509464263916
2018-02-02,37.7578010559082,39.47042083740234,39.3880729675293,39.08178482055664,40.02843589782715
2018-02-05,36.8144416809082,37.7578010559082,39.47042083740234,38.54212112426758,39.545936584472656
2018-02-06,38.35298538208008,36.8144416809082,37.7578010559082,38.356744384765626,39.21635055541992
2018-02-07,37.53195190429688,38.35298538208008,36.8144416809082,37.98552017211914,38.871001434326175
2018-02-08,36.49919509887695,37.53195190429688,38.35298538208008,37.391275024414064,38.49554023742676
2018-02-09,36.94563293457031,36.49919509887695,37.53195190429688,37.228841400146486,38.155313110351564
2018-02-12,38.43376159667969,36.94563293457031,36.49919509887695,37.55270538330078,38.04741325378418
2018-02-13,38.81878280639648,38.43376159667969,36.94563293457031,37.64586486816406,38.001304626464844
2018-02-14,39.53450012207031,38.81878280639648,38.43376159667969,38.04637451171875,38.015947341918945
2018-02-15,40.862003326416016,39.53450012207031,38.81878280639648,38.91893615722656,38.15510559082031
2018-02-16,40.72971725463867,40.862003326416016,39.53450012207031,39.67575302124023,38.45229721069336
2018-02-20,40.592716217041016,40.72971725463867,40.862003326416016,40.1075439453125,38.83012466430664
2018-02-21,40.40848922729492,40.592716217041016,40.72971725463867,40.42548522949219,39.035675048828125
2018-02-22,40.74626541137695,40.40848922729492,40.592716217041016,40.66783828735352,39.357106399536136
2018-02-23,41.454891204833984,40.74626541137695,40.40848922729492,40.78641586303711,39.85267601013184
2018-02-26,42.2745361328125,41.454891204833984,40.74626541137695,41.09537963867187,40.385566329956056
2018-02-27,42.137542724609375,42.2745361328125,41.454891204833984,41.404344940185545,40.755944442749026
2018-02-28,42.07376480102539,42.137542724609375,42.2745361328125,41.73740005493164,41.08144264221191
2018-03-01,41.33678436279297,42.07376480102539,42.137542724609375,41.85550384521484,41.26167106628418
2018-03-02,41.622596740722656,41.33678436279297,42.07376480102539,41.88904495239258,41.337730407714844
2018-03-05,41.766693115234375,41.622596740722656,41.33678436279297,41.78747634887695,41.44142799377441
2018-03-06,41.73125457763672,41.766693115234375,41.622596740722656,41.70621871948242,41.55528182983399
2018-03-07,41.3438720703125,41.73125457763672,41.766693115234375,41.56024017333984,41.648820114135745
2018-03-08,41.7950325012207,41.3438720703125,41.73125457763672,41.65188980102539,41.753696823120116
2018-03-09,42.51312255859375,41.7950325012207,41.3438720703125,41.82999496459961,41.859519958496094
2018-03-12,42.92411804199219,42.51312255859375,41.7950325012207,42.06147994995117,41.924478149414064
2018-03-13,42.51074981689453,42.92411804199219,42.51312255859375,42.21737899780273,41.96179885864258
2018-03-14,42.14934158325195,42.51074981689453,42.92411804199219,42.378472900390626,41.969356536865234
2018-03-15,42.198951721191406,42.14934158325195,42.51074981689453,42.45925674438477,42.055573272705075
2018-03-16,42.05014419555664,42.198951721191406,42.14934158325195,42.366661071777344,42.098328018188475
2018-03-19,41.40764999389648,42.05014419555664,42.198951721191406,42.063367462158205,42.06242370605469
2018-03-20,41.39347839355469,41.40764999389648,42.05014419555664,41.83991317749023,42.028646087646486
2018-03-21,40.45572280883789,41.39347839355469,41.40764999389648,41.501189422607425,41.93983116149902
2018-03-22,39.88408660888672,40.45572280883789,41.39347839355469,41.03821640014648,41.74873657226563
2018-03-23,38.96051025390625,39.88408660888672,40.45572280883789,40.42028961181641,41.39347534179687
2018-03-26,40.81002807617188,38.96051025390625,39.88408660888672,40.30076522827149,41.18206634521484
2018-03-27,39.76362228393555,40.81002807617188,38.96051025390625,39.97479400634766,40.90735359191895
2018-03-28,39.32427597045898,39.76362228393555,40.81002807617188,39.748504638671875,40.62484703063965
2018-03-29,39.63135147094727,39.32427597045898,39.76362228393555,39.697957611083986,40.36808700561524
2018-04-02,39.37152099609375,39.63135147094727,39.32427597045898,39.78015975952148,40.10022468566895
2018-04-03,39.77543258666992,39.37152099609375,39.63135147094727,39.57324066162109,39.937002944946286
2018-04-04,40.53603744506836,39.77543258666992,39.37152099609375,39.72772369384766,39.85125885009766
2018-04-05,40.81712341308594,40.53603744506836,39.77543258666992,40.026293182373045,39.887398910522464
2018-04-06,39.773075103759766,40.81712341308594,40.53603744506836,40.05463790893555,39.87629776000976
2018-04-09,40.16754913330078,39.773075103759766,40.81712341308594,40.213843536376956,39.99700164794922
2018-04-10,40.92340850830078,40.16754913330078,39.773075103759766,40.44343872070313,40.00833969116211
2018-04-11,40.732078552246094,40.92340850830078,40.16754913330078,40.48264694213867,40.10518531799316
2018-04-12,41.13364028930664,40.732078552246094,40.92340850830078,40.54595031738281,40.28612174987793
2018-04-13,41.27300262451172,41.13364028930664,40.732078552246094,40.8459358215332,40.450286865234375
2018-04-16,41.53047180175781,41.27300262451172,41.13364028930664,41.11852035522461,40.66618194580078
2018-04-17,42.10211563110352,41.53047180175781,41.27300262451172,41.354261779785155,40.89885025024414
2018-04-18,42.007625579833984,42.10211563110352,41.53047180175781,41.609371185302734,41.0460090637207
